# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = BIOCARTA_PLATELETAPP_PATHWAY (set)
# _SET1_  NGENES = 11
# _SET1_  P-VALUE = 6.49695e-08
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   ENSG00000121879     3  178865902  178957881    243      24  277852      0.58705      0.16136   -1.9984e-15      0.58705
_SET3_   ENSG00000114770     3  183637722  183735803    278      16  277886      -1.3158      0.81314   -1.9984e-15      -1.3158
_SET3_   ENSG00000113889     3  186435065  186461743    168      15  283001      -1.2128      0.77699   -1.9984e-15      -1.2128
_SET3_   ENSG00000181092     3  186560463  186576252     59      15  279350      0.39017      0.21465   -1.9429e-15      0.39017
_SET3_   ENSG00000188958     3  190984957  191048325    261      16  282160      0.52406      0.16344   -1.9984e-15      0.52406
_SET3_   ENSG00000114279     3  191857184  192485553   1506     144  277850     -0.39703      0.52568   -1.9429e-15     -0.39703
_SET3_   ENSG00000072274     3  195754054  195809060    193      32  279216      0.28585      0.23892   -1.9429e-15      0.28585
_SET3_   ENSG00000075711     3  196769431  197026171    722      28  280572     -0.81454      0.63453   -1.9984e-15     -0.81454
_SET3_   ENSG00000184160     4    3768075    3770251      2       1  263119      0.75071       0.1935   -1.9984e-15      0.75071
_SET3_   ENSG00000169676     4    9783258    9785632      2       1  290753       -1.212      0.82354   -1.9984e-15       -1.212
_SET3_   ENSG00000004468     4   15779898   15854853    174      21  276831      -1.1715      0.78171   -1.9984e-15      -1.1715
_SET3_   ENSG00000145147     4   20254883   20622184    997     102  278892      0.21002       0.2798   -1.9706e-15      0.21002
_SET3_   ENSG00000109610     4   24791534   24802464     20       7  271097     -0.26362      0.49755   -1.9429e-15     -0.26362
_SET3_   ENSG00000124406     4   42410390   42659122    801      32  282097       1.0486     0.062228   -1.9984e-15       1.0486
_SET3_   ENSG00000145244     4   47596015   47840123    634      31  282479      0.33996      0.20917   -1.9429e-15      0.33996
_SET3_   ENSG00000171476     4   57514155   57548065    128      20  278158     -0.10499      0.37506   -1.9568e-15     -0.10499
_SET3_   ENSG00000080493     4   72053003   72437804    415      40  276060      -1.0553      0.74375   -1.9984e-15      -1.0553
_SET3_   ENSG00000169245     4   76942273   76944650      9       1  286581      -0.1301      0.44093   -1.9706e-15      -0.1301
_SET3_   ENSG00000118777     4   89011416   89152474    406      38  280266      -1.4921      0.85015   -1.9984e-15      -1.4921
_SET3_   ENSG00000138698     4   99182535   99365012    218      21  273072        1.433      0.03619   -1.9984e-15        1.433
_SET3_   ENSG00000197894     4   99992132  100009952     85       9  279457       2.1124    0.0068637   -1.7764e-15       2.1124
_SET3_   ENSG00000169836     4  104507188  104640973    287      34  270709      0.41386      0.20968   -1.9429e-15      0.41386
_SET3_   ENSG00000138792     4  111286889  111486441    580      44  278529       2.4968    0.0016184   -1.7764e-15       2.4968
_SET3_   ENSG00000145362     4  113739265  114304896   1496     127  279163      -2.0213      0.95304   -1.7764e-15      -2.0213
_SET3_   ENSG00000145349     4  114372188  114683083    718      53  278988     -0.91701      0.68451   -1.9984e-15     -0.91701
_SET3_   ENSG00000138735     4  120415550  120550146    442      17  281195       2.9898   0.00029405   -1.7764e-15       2.9898
_SET3_   ENSG00000109471     4  123372625  123377880      6       3  291016      0.82246      0.12502   -1.9984e-15      0.82246
_SET3_   ENSG00000151617     4  148402069  148466106     59      17  276184       5.8104   3.1549e-10   -1.7764e-15       5.8104
_SET3_   ENSG00000171564     4  155484108  155492238     21       3  281021       1.7468     0.020815   -1.9984e-15       1.7468
_SET3_   ENSG00000171560     4  155504278  155511918     10       5  285514      0.49318      0.20504   -1.9429e-15      0.49318
_SET3_   ENSG00000171557     4  155525286  155534119      7       4  282012      -1.2999      0.84356   -1.9984e-15      -1.2999
_SET3_   ENSG00000164116     4  156587863  156653501    217      34  279034       4.6924   1.5006e-07   -1.7764e-15       4.6924
_SET3_   ENSG00000061918     4  156680144  156728743    144      29  278658       2.6212    0.0011778   -1.7764e-15       2.6212
_SET3_   ENSG00000164128     4  164245113  164265984     54      11  276781      -1.2266      0.81037   -1.9984e-15      -1.2266
_SET3_   ENSG00000150630     4  177604689  177713881    113      27  272188      -1.5979      0.89097   -1.9984e-15      -1.5979
_SET3_   ENSG00000145536     5    5140443    5320417    818      81  281506      0.12815      0.29214   -1.9706e-15      0.12815
_SET3_   ENSG00000113389     5   32689176   32791819    310      31  280565      -2.2799       0.9672   -1.7764e-15      -2.2799
_SET3_   ENSG00000079215     5   36606457   36688436    191      42  279782     -0.70051      0.60667   -1.9984e-15     -0.70051
_SET3_   ENSG00000113569     5   37288239   37371283    119      14  280097       -1.027      0.74035   -1.9984e-15       -1.027
_SET3_   ENSG00000164588     5   45259349   45696253    526      31  275138      0.93511     0.088287   -1.9984e-15      0.93511
_SET3_   ENSG00000016082     5   50678921   50690564     22       6  281145       1.3081     0.049761   -1.9984e-15       1.3081
_SET3_   ENSG00000213949     5   52083730   52255040    602      57  281355        1.027     0.069148   -1.9984e-15        1.027
_SET3_   ENSG00000113448     5   58264865   59817947   3809     148  280065     -0.66802      0.61186   -1.9984e-15     -0.66802
_SET3_   ENSG00000178394     5   63256183   63258334      2       1  279617     -0.63364      0.68717   -1.9984e-15     -0.63364
_SET3_   ENSG00000197822     5   68788119   68853931     45      11  265626     -0.68007      0.64552   -1.9984e-15     -0.68007
_SET3_   ENSG00000164326     5   71014990   71016875      3       2  287672      -0.4219      0.56671   -1.9429e-15      -0.4219
_SET3_   ENSG00000181104     5   76011868   76031606     22       6  279274      0.44715      0.21699   -1.9429e-15      0.44715
_SET3_   ENSG00000164251     5   76114758   76131140     36       7  271014     -0.24607      0.45945   -1.9706e-15     -0.24607
_SET3_   ENSG00000164180     5   87485450   87565293    122      17  280999      -0.3245       0.4669   -1.9429e-15      -0.3245
_SET3_   ENSG00000164307     5   96096521   96143803    281      18  278850       1.2145     0.050043   -1.9984e-15       1.2145
_SET3_   ENSG00000164308     5   96211643   96255420    240      10  277025       1.2797     0.044059   -1.9984e-15       1.2797
_SET3_   ENSG00000113441     5   96271098   96373219    266      12  276928       1.4199     0.033358   -1.9984e-15       1.4199
_SET3_   ENSG00000080709     5  113696642  113832337    277      37  280026      0.66056      0.13715   -1.9984e-15      0.66056
_SET3_   ENSG00000064651     5  127419458  127525380    160      19  278955      0.31402      0.23826   -1.9429e-15      0.31402
_SET3_   ENSG00000197375     5  131705444  131731306     75       8  282798       2.1623    0.0053683   -1.7764e-15       2.1623
_SET3_   ENSG00000113658     5  135468534  135524435    146       5  282672      0.19983      0.28209   -1.9706e-15      0.19983
_SET3_   ENSG00000113070     5  139712428  139726216     35       9  282731      0.25705      0.26058   -1.9429e-15      0.25705
_SET3_   ENSG00000169252     5  148206156  148208196      7       3  284523         1.86     0.015162   -1.9984e-15         1.86
_SET3_   ENSG00000170624     5  155297354  156194799   2474      94  280583        2.824   0.00051902   -1.7764e-15        2.824
_SET3_   ENSG00000170214     5  159343790  159399551    172      22  278296        -0.82      0.66229   -1.9984e-15        -0.82
_SET3_   ENSG00000145936     5  169801675  169816681     73      11  283494     0.056271      0.32422   -1.9568e-15     0.056271
_SET3_   ENSG00000183072     5  172659112  172662360      5       2  262675      -1.3284       0.8687   -1.9984e-15      -1.3284
_SET3_   ENSG00000184845     5  174867042  174871211      9       4  278935     -0.74212      0.67282   -1.9984e-15     -0.74212
_SET3_   ENSG00000113749     5  175085033  175113245     36      13  275298     -0.44695      0.54238   -1.9429e-15     -0.44695
_SET3_   ENSG00000054598     6    1610681    1614127      2       1  254517     -0.48403      0.65249   -1.9429e-15     -0.48403
_SET3_   ENSG00000096696     6    7541808    7586950    140      23  280683      -2.0743      0.94892   -1.7764e-15      -2.0743
_SET3_   ENSG00000153162     6    7727030    7881655    489      61  280497     -0.57711       0.5598   -1.9984e-15     -0.57711
_SET3_   ENSG00000078401     6   12290596   12297427     15       5  286503       1.4768     0.034382   -1.9984e-15       1.4768
_SET3_   ENSG00000137331     6   30710976   30712331      2       1  259575       1.0652      0.11913   -1.9984e-15       1.0652
_SET3_   ENSG00000232810     6   31543344   31546113      5       2  246356      -1.3633       0.8888   -1.9984e-15      -1.3633
_SET3_   ENSG00000204305     6   32148745   32152101     11       5  252725       2.2832    0.0058834   -1.7764e-15       2.2832
_SET3_   ENSG00000112033     6   35310335   35395968     97      19  272247       1.0469     0.082349   -1.9984e-15       1.0469
_SET3_   ENSG00000112164     6   39016574   39055519    147      18  283096      0.41137      0.19485   -1.9429e-15      0.41137
_SET3_   ENSG00000112715     6   43737921   43754224     54      14  280772       1.2545     0.047823   -1.9984e-15       1.2545
_SET3_   ENSG00000112759     6   44187242   44201888     27      10  268910      0.22106      0.28647   -1.9706e-15      0.22106
_SET3_   ENSG00000001084     6   53362139   53481768    375      50  281297      0.51965      0.17128   -1.9984e-15      0.51965
_SET3_   ENSG00000135312     6   78171948   78173490      5       2  289522     -0.32846      0.50508   -1.9429e-15     -0.32846
_SET3_   ENSG00000112837     6   85397069   85474237    190      18  280607     -0.69604      0.60168   -1.9984e-15     -0.69604
_SET3_   ENSG00000118432     6   88849583   88876078     55      15  284345      -1.4048      0.83929   -1.9984e-15      -1.4048
_SET3_   ENSG00000112276     6  105544697  105585049     88      17  271611      0.28472      0.26829   -1.9429e-15      0.28472
_SET3_   ENSG00000057663     6  106632351  106773666    394      22  279529     -0.55596      0.55759   -1.9984e-15     -0.55596
_SET3_   ENSG00000010810     6  111981535  112194655    370      31  279280     0.075934      0.30891   -1.9568e-15     0.075934
_SET3_   ENSG00000198523     6  118869461  118881893     26       6  283747     -0.50125      0.55171   -1.9984e-15     -0.50125
_SET3_   ENSG00000152661     6  121756838  121770873     34       8  273546      -1.7032      0.91767   -1.9984e-15      -1.7032
_SET3_   ENSG00000186439     6  123537483  123958238   1130      73  280995      0.75753      0.11413   -1.9984e-15      0.75753
_SET3_   ENSG00000135547     6  126068810  126082415     20       4  285493    -0.013921      0.36766   -1.9585e-15    -0.013921
_SET3_   ENSG00000118523     6  132269316  132272513      3       2  255200      0.27521       0.3387   -1.9429e-15      0.27521
_SET3_   ENSG00000118515     6  134490384  134639250    470      70  276162     -0.63017      0.59949   -1.9984e-15     -0.63017
_SET3_   ENSG00000131016     6  151561134  151679692    409      59  279163      0.95488      0.08464   -1.9984e-15      0.95488
_SET3_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET3_   ENSG00000112499     6  160592093  160698670    322      24  280388         6.69   4.8978e-13   -1.7764e-15         6.69
_SET3_   ENSG00000146477     6  160769300  160876014    226      18  286057       6.8084   1.6742e-13   -1.7764e-15       6.8084
_SET3_   ENSG00000198670     6  160952515  161087407    242      23  276845        6.944   8.2879e-14   -1.7764e-15        6.944
_SET3_   ENSG00000071242     6  166822852  167319939   1551     135  277147      0.10271      0.33343   -1.9568e-15      0.10271
_SET3_   ENSG00000198719     6  170591294  170599561      9       5  286530      -1.3356      0.83857   -1.9984e-15      -1.3356
_SET3_   ENSG00000164850     7    1121844    1133451     46      10  282664     -0.79361      0.65546   -1.9984e-15     -0.79361
_SET3_   ENSG00000146535     7    2767746    2883958    378      20  280701     -0.90695      0.67447   -1.9984e-15     -0.90695
_SET3_   ENSG00000164638     7    5314000    5346501    155      23  275998       1.0011     0.078073   -1.9984e-15       1.0011
_SET3_   ENSG00000122585     7   24323782   24331484     35       8  282488     -0.17287      0.41932   -1.9706e-15     -0.17287
_SET3_   ENSG00000164532     7   35242042   35293758    143       8  278306       4.6982   1.7515e-07   -1.7764e-15       4.6982
_SET3_   ENSG00000106631     7   44178463   44180931      9       4  284487     -0.52064      0.57612   -1.9984e-15     -0.52064
_SET3_   ENSG00000122679     7   45197390   45225901    174      11  284892       1.2052     0.051435   -1.9984e-15       1.2052
_SET3_   ENSG00000049540     7   73442119   73484237     76      18  272129     -0.25864      0.46122   -1.9429e-15     -0.25864
_SET3_   ENSG00000135218     7   79998891   80308593    624      45  281324     -0.97113      0.69158   -1.9984e-15     -0.97113
_SET3_   ENSG00000153956     7   81575760   82073114   1496      97  281193     -0.86506      0.66915   -1.9984e-15     -0.86506
_SET3_   ENSG00000085563     7   87133175   87342611    394      34  277177     -0.59427      0.56874   -1.9984e-15     -0.59427
_SET3_   ENSG00000075142     7   87834433   87856308     24       9  278378     -0.78725      0.67054   -1.9984e-15     -0.78725
_SET3_   ENSG00000127914     7   91570181   91739987    347       7  279504      -1.0155      0.72668   -1.9984e-15      -1.0155
_SET3_   ENSG00000164692     7   94023873   94060544     92      17  283344      0.95724     0.082286   -1.9984e-15      0.95724
_SET3_   ENSG00000176402     7   99520892   99527243     20       4  284112       1.5655     0.028508   -1.9984e-15       1.5655
_SET3_   ENSG00000130427     7  100318423  100321323      7       3  281076       1.5767     0.032963   -1.9984e-15       1.5767
_SET3_   ENSG00000106397     7  100849258  100861701     23       9  280631      0.64769      0.16042   -1.9984e-15      0.64769
_SET3_   ENSG00000106400     7  100860949  100867471     20       5  283496     -0.17184      0.43668   -1.9706e-15     -0.17184
_SET3_   ENSG00000105851     7  106505723  106547590     87      18  280260     -0.36432      0.48541   -1.9429e-15     -0.36432
_SET3_   ENSG00000184903     7  110303110  111202573   1376      89  279149     -0.52306      0.54662   -1.9984e-15     -0.52306
_SET3_   ENSG00000128512     7  111366166  111846466    968     121  279485       1.4249     0.039479   -1.9984e-15       1.4249
_SET3_   ENSG00000105974     7  116164839  116201233    106      14  281790       1.6876     0.018359   -1.9984e-15       1.6876
_SET3_   ENSG00000174697     7  127881337  127897681     29       8  282352    -0.048108      0.37765   -1.9568e-15    -0.048108
_SET3_   ENSG00000181072     7  136553416  136705002    373      36  280735      -2.2721      0.96602   -1.7764e-15      -2.2721
_SET3_   ENSG00000059377     7  139476850  139720125    491      79  279120       0.4735      0.19691   -1.9429e-15       0.4735
_SET3_   ENSG00000197993     7  142638201  142659768     25      11  276762      0.59044      0.18099   -1.9984e-15      0.59044
_SET3_   ENSG00000055118     7  150642049  150675403     80      14  280756       2.2238    0.0042553   -1.7764e-15       2.2238
_SET3_   ENSG00000164867     7  150688083  150711676     52      12  280212       2.7635   0.00077643   -1.7764e-15       2.7635
_SET3_   ENSG00000136574     8   11534468   11617511    207      36  283510      0.42664      0.19264   -1.9429e-15      0.42664
_SET3_   ENSG00000185053     8   13947373   15095848   5283     172  282204     -0.19379        0.415   -1.9706e-15     -0.19379
_SET3_   ENSG00000003989     8   17354597   17428082    368      59  279448     -0.72471      0.62389   -1.9984e-15     -0.72471
_SET3_   ENSG00000159167     8   23699428   23712320     31       6  278389      0.29108      0.26368   -1.9429e-15      0.29108
_SET3_   ENSG00000147459     8   25042238   25275598    489      59  278152        1.615     0.021384   -1.9984e-15        1.615
_SET3_   ENSG00000120907     8   26605667   26724790    396      61  281361     -0.70118      0.61504   -1.9984e-15     -0.70118
_SET3_   ENSG00000188778     8   37820516   37824483      5       1  273581    -0.058789      0.47256   -1.9568e-15    -0.058789
_SET3_   ENSG00000171316     8   61591337   61779465    308      17  277078      0.44605      0.19697   -1.9429e-15      0.44605
_SET3_   ENSG00000164687     8   82192598   82197012      2       1  279450     -0.88574      0.76978   -1.9984e-15     -0.88574
_SET3_   ENSG00000104490     8  102698771  103137135   1063      79  280734       2.2208     0.004116   -1.7764e-15       2.2208
_SET3_   ENSG00000154188     8  108261721  108510283    870      52  282218       -1.185      0.76381   -1.9984e-15       -1.185
_SET3_   ENSG00000182197     8  118806729  119124092    713      56  280060      -1.5661       0.8681   -1.9984e-15      -1.5661
_SET3_   ENSG00000164983     8  125324231  125384933    134      13  284976       1.2444     0.048687   -1.9984e-15       1.2444
_SET3_   ENSG00000184489     8  142402093  142441620     89      17  274626       1.6005     0.023932   -1.9984e-15       1.6005
_SET3_   ENSG00000160882     8  143953772  143961262     32       4  277496     -0.16068       0.4309   -1.9706e-15     -0.16068
_SET3_   ENSG00000179142     8  143991975  143999259     42       4  254561      0.32351      0.26734   -1.9429e-15      0.32351
_SET3_   ENSG00000178209     8  144989321  145050902    130      10  279837     -0.58515      0.57043   -1.9984e-15     -0.58515
_SET3_   ENSG00000106688     9    4490444    4587469    368      43  278348     -0.22632      0.41586   -1.9706e-15     -0.22632
_SET3_   ENSG00000096968     9    4985033    5128183    331      15  283450      0.87194     0.093377   -1.9984e-15      0.87194
_SET3_   ENSG00000175893     9   14611069   14693469    371      29  277032      0.62244      0.14427   -1.9984e-15      0.62244
_SET3_   ENSG00000107295     9   17579080   17797127   1001      55  281520      0.48993      0.16948   -1.9429e-15      0.48993
_SET3_   ENSG00000120156     9   27109139   27230173    688      63  280402       1.3135     0.039296   -1.9984e-15       1.3135
_SET3_   ENSG00000159899     9   35792151   35809729     31       4  284834       1.6162     0.024849   -1.9984e-15       1.6162
_SET3_   ENSG00000119139     9   71736209   71870124    561      40  278888       1.3714     0.033404   -1.9984e-15       1.3714
_SET3_   ENSG00000099139     9   78505560   78977255   1771     190  279559     -0.22123      0.43586   -1.9706e-15     -0.22123
_SET3_   ENSG00000070214     9  108006903  108201452    248      41  275656      0.45964      0.20432   -1.9429e-15      0.45964
_SET3_   ENSG00000095209     9  108456825  108538893     81      28  273100       0.5763      0.17599   -1.9984e-15       0.5763
_SET3_   ENSG00000165124     9  113127531  113342160    871      57  279570       1.1395     0.056076   -1.9984e-15       1.1395
_SET3_   ENSG00000148180     9  123970072  124095121    207      31  279717      0.11606      0.29324   -1.9568e-15      0.11606
_SET3_   ENSG00000095303     9  125132824  125157982     43      12  278381    -0.038124      0.38053   -1.9568e-15    -0.038124
_SET3_   ENSG00000167114     9  131102925  131123749     32      11  267475      -1.4612      0.87921   -1.9984e-15      -1.4612
_SET3_   ENSG00000097007     9  133589333  133763062    330      40  274520     -0.72312      0.62758   -1.9984e-15     -0.72312
_SET3_   ENSG00000188710     9  133768815  133769225      1       1  272452       0.6479      0.22355   -1.9984e-15       0.6479
_SET3_   ENSG00000123454     9  136501482  136524466    105      23  280148       1.3716     0.035967   -1.9984e-15       1.3716
_SET3_   ENSG00000048740    10   11047259   11378674    929      88  279263       -1.476      0.86161   -1.9984e-15       -1.476
_SET3_   ENSG00000165995    10   18429606   18830798   1606     111  280258      0.38497      0.21699   -1.9429e-15      0.38497
_SET3_   ENSG00000107562    10   44793038   44881941    320      34  284904       2.9955   0.00027363   -1.7764e-15       2.9955
_SET3_   ENSG00000165633    10   50222290   50323554    266      16  281674      -1.0806      0.74301   -1.9984e-15      -1.0806
_SET3_   ENSG00000185532    10   52750945   54058110   3911     214  280220       0.3832      0.21227   -1.9429e-15       0.3832
_SET3_   ENSG00000183230    10   67672276   69455927   5442     181  281434      0.42032       0.2033   -1.9429e-15      0.42032
_SET3_   ENSG00000075073    10   71163659   71176623     46       5  275602      -0.3196      0.48756   -1.9429e-15      -0.3196
_SET3_   ENSG00000166507    10   75561669   75571589      9       4  271855      0.91715      0.12311   -1.9984e-15      0.91715
_SET3_   ENSG00000184719    10   90033621   90344287    671      38  281508      -2.2121      0.95904   -1.7764e-15      -2.2121
_SET3_   ENSG00000107796    10   90694831   90751147    126      27  279723      0.54078       0.1666   -1.9984e-15      0.54078
_SET3_   ENSG00000152779    10   91190051   91316398    337      37  280430      0.94641     0.084026   -1.9984e-15      0.94641
_SET3_   ENSG00000148680    10   92500578   92617671    271      19  282201     0.089749      0.30229   -1.9568e-15     0.089749
_SET3_   ENSG00000174721    10   93666346   93669240      6       3  286543      -0.9744      0.75123   -1.9984e-15      -0.9744
_SET3_   ENSG00000138119    10   95066186   95242074    517      39  281103      -1.0154      0.71506   -1.9984e-15      -1.0154
_SET3_   ENSG00000023839    10  101542489  101611949    211      18  269838      -1.0557      0.74412   -1.9984e-15      -1.0557
_SET3_   ENSG00000120049    10  103585731  103603677     28       9  282900      -1.0982      0.76706   -1.9984e-15      -1.0982
_SET3_   ENSG00000148834    10  105995114  106027217     65      15  281950      -0.3455      0.47758   -1.9429e-15      -0.3455
_SET3_   ENSG00000150594    10  112836790  112840658      4       2  281542      0.29213      0.30599   -1.9429e-15      0.29213
_SET3_   ENSG00000043591    10  115803806  115806667      4       2  270313      0.39371      0.27577   -1.9429e-15      0.39371
_SET3_   ENSG00000108010    10  131934663  131982785    192      18  283831     -0.36718      0.46954   -1.9429e-15     -0.36718
_SET3_   ENSG00000254647    11    2181009    2182571      3       2  286058      0.21643      0.32379   -1.9706e-15      0.21643
_SET3_   ENSG00000180176    11    2185159    2193107     16       6  277884     -0.41279        0.531   -1.9429e-15     -0.41279
_SET3_   ENSG00000053918    11    2465914    2870339   1026     145  278371      0.11621      0.33658   -1.9568e-15      0.11621
_SET3_   ENSG00000167332    11    4701401    4719084     50      14  279381     -0.15431      0.40921   -1.9706e-15     -0.15431
_SET3_   ENSG00000244734    11    5246694    5250625     14       7  279968      -2.4899      0.98359   -1.7764e-15      -2.4899
_SET3_   ENSG00000148926    11   10326227   10328944      3       2  254769     -0.61763      0.67014   -1.9984e-15     -0.61763
_SET3_   ENSG00000110680    11   14988214   14993900      7       4  279655     -0.29774      0.51041   -1.9429e-15     -0.29774
_SET3_   ENSG00000011405    11   17099277   17229530    230      19  278498     -0.63238      0.57763   -1.9984e-15     -0.63238
_SET3_   ENSG00000006071    11   17414432   17498449    270      27  282617       0.8193       0.1004   -1.9984e-15       0.8193
_SET3_   ENSG00000129170    11   19203578   19232120     97      22  277064     -0.27819      0.45275   -1.9429e-15     -0.27819
_SET3_   ENSG00000166833    11   19372271   20143144   1925     207  280918     -0.40502      0.50192   -1.9429e-15     -0.40502
_SET3_   ENSG00000110436    11   35272753   35441610    529      32  283269      -1.1973      0.76178   -1.9984e-15      -1.1973
_SET3_   ENSG00000151348    11   44117099   44266979    294      22  284021     -0.81383       0.6403   -1.9984e-15     -0.81383
_SET3_   ENSG00000134571    11   47352957   47374253     33      12  281657       1.3976     0.037906   -1.9984e-15       1.3976
_SET3_   ENSG00000149177    11   48002113   48189670    280      26  278199       1.0818     0.069767   -1.9984e-15       1.0818
_SET3_   ENSG00000214872    11   57308979   57318108     26       5  276551     -0.20213      0.44486   -1.9706e-15     -0.20213
_SET3_   ENSG00000149131    11   57364860   57382326     35       5  284578      0.24555      0.27061   -1.9706e-15      0.24555
_SET3_   ENSG00000149452    11   62756626   62783311     37      14  280250       1.4575     0.033259   -1.9984e-15       1.4575
_SET3_   ENSG00000173511    11   64002010   64006259      7       2  254508        0.778      0.16335   -1.9984e-15        0.778
_SET3_   ENSG00000149782    11   64018995   64036622     23       9  286066       1.2553      0.05125   -1.9984e-15       1.2553
_SET3_   ENSG00000174669    11   66129992   66139685     11       4  272116        -1.24      0.83388   -1.9984e-15        -1.24
_SET3_   ENSG00000173020    11   67033881   67054027     13       4  279742       0.1671      0.32825   -1.9706e-15       0.1671
_SET3_   ENSG00000162337    11   68080077   68216743    276      30  277207       0.5427      0.17097   -1.9984e-15       0.5427
_SET3_   ENSG00000186642    11   72287185   72385635    232      33  284323     -0.19667      0.39729   -1.9706e-15     -0.19667
_SET3_   ENSG00000175591    11   72929343   72947397     26      10  280093      0.36587      0.23467   -1.9429e-15      0.36587
_SET3_   ENSG00000175538    11   74165886   74178774     37       8  280224      0.75343       0.1291   -1.9984e-15      0.75343
_SET3_   ENSG00000137491    11   74811608   74917594    231      26  277007     -0.74721      0.63539   -1.9984e-15     -0.74721
_SET3_   ENSG00000137509    11   82534544   82681626    356      18  281488      0.28236      0.23005   -1.9429e-15      0.28236
_SET3_   ENSG00000086991    11   89057524   89322779    473      41  278523     -0.29582      0.44525   -1.9429e-15     -0.29582
_SET3_   ENSG00000134640    11   92702886   92718232     31       7  278047       1.5299     0.029737   -1.9984e-15       1.5299
_SET3_   ENSG00000165895    11  100558384  100862668   1307      51  283002        2.064    0.0053143   -1.7764e-15        2.064
_SET3_   ENSG00000137693    11  101981192  102104154    276      14  281475      -1.4545      0.84368   -1.9984e-15      -1.4545
_SET3_   ENSG00000149295    11  113280318  113346413    117      22  282766      0.94907      0.08637   -1.9984e-15      0.94907
_SET3_   ENSG00000177098    11  118004092  118023603     43       7  286066       0.1553      0.28456   -1.9706e-15       0.1553
_SET3_   ENSG00000149575    11  118032666  118047388     25       7  280297      -1.6276      0.89895   -1.9984e-15      -1.6276
_SET3_   ENSG00000166257    11  123499895  123525952    104      18  283698     -0.58053      0.56631   -1.9984e-15     -0.58053
_SET3_   ENSG00000151702    11  128556430  128683162    384      56  281621      0.43622      0.19148   -1.9429e-15      0.43622
_SET3_   ENSG00000120457    11  128761251  128790930    116      17  278868       1.3577      0.03846   -1.9984e-15       1.3577
_SET3_   ENSG00000010379    12     329789     372039    120      20  279198      0.41882      0.20502   -1.9429e-15      0.41882
_SET3_   ENSG00000060237    12     861759    1020618    420      23  275637     -0.26707      0.43312   -1.9429e-15     -0.26707
_SET3_   ENSG00000151067    12    2079952    2802108   1908     171  278668       1.8255      0.01426   -1.9984e-15       1.8255
_SET3_   ENSG00000130037    12    5153085    5155949      5       3  279490      0.16416      0.33311   -1.9706e-15      0.16416
_SET3_   ENSG00000111319    12    6456009    6486896     76      23  271350      0.91305     0.096605   -1.9984e-15      0.91305
_SET3_   ENSG00000111664    12    6949118    6956557      6       3  270390       1.8807     0.017778   -1.9984e-15       1.8807
_SET3_   ENSG00000059804    12    8071826    8088871     29       6  280811     -0.17524      0.42706   -1.9706e-15     -0.17524
_SET3_   ENSG00000171860    12    8210898    8219067     11       4  271502       2.1811    0.0072083   -1.7764e-15       2.1811
_SET3_   ENSG00000173391    12   10310902   10324737     30       8  281838      0.66544      0.15469   -1.9984e-15      0.66544
_SET3_   ENSG00000151490    12   15475331   15750333    575      47  281101      -1.7796      0.90683   -1.9984e-15      -1.7796
_SET3_   ENSG00000172572    12   20522179   20837315   1035      79  278585      0.76437      0.11731   -1.9984e-15      0.76437
_SET3_   ENSG00000139155    12   20848289   20906320    185      39  276415     -0.56124      0.56185   -1.9984e-15     -0.56124
_SET3_   ENSG00000134548    12   21679241   21690311     24       5  277805     -0.19768      0.45238   -1.9706e-15     -0.19768
_SET3_   ENSG00000121361    12   21917889   21928515      4       2  281043     -0.73582       0.7007   -1.9984e-15     -0.73582
_SET3_   ENSG00000069431    12   21950335   22094336    317      31  278964       1.3545     0.036154   -1.9984e-15       1.3545
_SET3_   ENSG00000087470    12   32832134   32898486    282       7  279755    -0.045834      0.37402   -1.9568e-15    -0.045834
_SET3_   ENSG00000057294    12   32943679   33049774    223      33  280900     -0.19629      0.41737   -1.9706e-15     -0.19629
_SET3_   ENSG00000151229    12   40148823   40499891    918      54  279609      0.84097     0.097815   -1.9984e-15      0.84097
_SET3_   ENSG00000111371    12   46576846   46663800    157      33  281095      0.39235      0.20522   -1.9429e-15      0.39235
_SET3_   ENSG00000134294    12   46751972   46766650     24       4  281540      0.09973      0.33395   -1.9568e-15      0.09973
_SET3_   ENSG00000174233    12   49159975   49182820     35       5  286036      0.71342      0.14636   -1.9984e-15      0.71342
_SET3_   ENSG00000050438    12   51785101   51902980    295      19  277032     -0.59869      0.56584   -1.9984e-15     -0.59869
_SET3_   ENSG00000139567    12   52300692   52317145     51      12  285112       1.5092     0.028537   -1.9984e-15       1.5092
_SET3_   ENSG00000166863    12   57403784   57422667     30       5  284771       1.9486     0.011785   -1.9984e-15       1.9486
_SET3_   ENSG00000123384    12   57522276   57607134     98      21  282364       2.1979    0.0043312   -1.7764e-15       2.1979
_SET3_   ENSG00000118596    12   59989848   60176395    512      18  281265      -0.6558      0.58834   -1.9984e-15      -0.6558
_SET3_   ENSG00000166148    12   63539014   63544722     12       5  277916      -0.7135      0.65715   -1.9984e-15      -0.7135
