GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000162929	2	61293006	61391960	201	20	319838	0.76042	0.2235	KIAA1841
ENSG00000237651	2	61372243	61391964	73	5	325665	0.025188	0.48995	C2orf74
ENSG00000173209	2	61404553	61418338	22	6	315596	-0.49919	0.69118	AHSA2
ENSG00000115464	2	61414598	61697904	634	24	317091	-0.1263	0.55025	USP34
ENSG00000082898	2	61704984	61765761	124	11	315815	0.081679	0.46745	XPO1
ENSG00000170264	2	62051989	62081278	89	13	317445	-1.2417	0.89282	FAM161A
ENSG00000115484	2	62095224	62115939	75	12	316228	-0.83259	0.79746	CCT4
ENSG00000173163	2	62115859	62374382	373	36	318342	0.59945	0.27444	COMMD1
ENSG00000170340	2	62423248	62451866	35	10	320664	0.43746	0.33089	B3GNT2
ENSG00000186889	2	62727356	62739029	55	10	322032	-0.90606	0.81755	TMEM17
ENSG00000115504	2	62900986	63273622	456	36	317775	0.55968	0.28785	EHBP1
ENSG00000115507	2	63277192	63284971	10	5	320722	0.97751	0.16416	OTX1
ENSG00000143951	2	63348518	64054977	1584	31	320176	1.4319	0.076089	WDPCP
ENSG00000014641	2	63815743	63834331	38	6	326748	1.6059	0.054152	MDH1
ENSG00000169764	2	64068074	64118696	129	19	318719	0.35152	0.3626	UGP2
ENSG00000143952	2	64119280	64246206	308	22	319410	0.43407	0.33212	VPS54
ENSG00000197329	2	64319786	64371588	114	15	318477	1.1345	0.12829	PELI1
ENSG00000119862	2	64681103	64688515	14	7	316766	0.41871	0.33771	LGALSL
ENSG00000119844	2	64751465	64820139	99	8	316079	0.79885	0.21219	AFTPH
ENSG00000179833	2	64858755	64978139	210	22	317815	-1.0141	0.84474	SERTAD2
ENSG00000115902	2	65215611	65250999	111	26	316918	0.91561	0.17993	SLC1A4
ENSG00000011523	2	65283500	65314138	101	14	319629	1.4503	0.073486	CEP68
ENSG00000138069	2	65297835	65357240	204	20	318173	1.3825	0.083414	RAB1A
ENSG00000138071	2	65454887	65498387	106	13	321484	1.1823	0.11854	ACTR2
ENSG00000198369	2	65537985	65659771	305	22	318751	-0.2016	0.57989	SPRED2
ENSG00000143995	2	66660584	66801001	283	40	316911	0.94631	0.172	MEIS1
ENSG00000143971	2	67624451	67637677	41	6	321924	-0.19526	0.57741	ETAA1
ENSG00000197223	2	68268262	68338080	86	23	316494	-1.2505	0.89444	C1D
ENSG00000243667	2	68350068	68384692	71	9	323730	-1.331	0.90841	WDR92
ENSG00000273398	2	68358370	68488362	289	14	319336	-1.2498	0.89431	RP11-474G23.1
ENSG00000115946	2	68384976	68403370	49	7	320783	-0.80837	0.79056	PNO1
ENSG00000221823	2	68405989	68483369	183	12	317622	-1.1681	0.87861	PPP3R1
ENSG00000119865	2	68511303	68547183	76	19	320430	0.81342	0.20799	CNRIP1
ENSG00000115956	2	68592305	68624585	143	17	321665	-0.86403	0.80621	PLEK
ENSG00000204923	2	68686551	68694390	7	2	327087	-0.77933	0.78211	FBXO48
ENSG00000169621	2	68694693	68858004	379	14	320435	-0.70638	0.76002	APLF
ENSG00000169618	2	68870721	68882708	26	12	319638	-1.8854	0.97031	PROKR1
ENSG00000163219	2	68906733	69053965	624	47	322303	1.2645	0.10302	ARHGAP25
ENSG00000163217	2	69092613	69098649	15	4	317689	0.94352	0.17271	BMP10
ENSG00000183607	2	69172364	69180102	14	5	316587	-1.1793	0.88086	GKN2
ENSG00000169605	2	69201705	69208106	12	4	319097	0.065915	0.47372	GKN1
ENSG00000169604	2	69240310	69476459	474	62	322984	0.85435	0.19646	ANTXR1
ENSG00000198380	2	69546905	69614382	145	8	318718	0.20674	0.41811	GFPT1
ENSG00000169599	2	69622882	69664760	111	8	318391	0.15869	0.43696	NFU1
ENSG00000115977	2	69688532	69901481	231	31	318119	-0.76065	0.77657	AAK1
ENSG00000196975	2	69871557	70053596	369	29	320074	-0.53966	0.70529	ANXA4
ENSG00000087338	2	70056774	70108528	76	9	318930	-0.69541	0.7566	GMCL1
ENSG00000124380	2	70120692	70132707	18	4	305474	0.4876	0.31292	SNRNP27
ENSG00000059728	2	70124820	70170077	43	9	310956	0.20963	0.41698	MXD1
ENSG00000268328	2	70129482	70129841	1	1	260987	0.073955	0.47052	AC019206.1
ENSG00000244617	2	70187226	70189397	2	1	324888	-0.74952	0.77323	ASPRV1
ENSG00000169564	2	70314585	70316332	2	1	320459	-0.45361	0.67494	PCBP1
ENSG00000115998	2	70377012	70475747	155	12	316391	0.24967	0.40142	C2orf42
ENSG00000116001	2	70436576	70475792	76	6	314386	-0.35841	0.63998	TIA1
ENSG00000116005	2	70484518	70508323	46	4	314163	-0.31147	0.62228	PCYOX1
ENSG00000143977	2	70508494	70520903	23	3	310402	-0.11785	0.54691	SNRPG
ENSG00000035141	2	70523107	70529222	11	2	332694	0.17657	0.42992	FAM136A
ENSG00000163235	2	70674412	70781325	362	36	319636	0.13009	0.44825	TGFA
ENSG00000075340	2	70834750	70995357	628	34	319286	-0.1683	0.56683	ADD2
ENSG00000183733	2	71004442	71017775	41	7	325820	-1.0974	0.86377	FIGLA
ENSG00000152672	2	71035775	71047732	28	7	319176	-0.10387	0.54136	CLEC4F
ENSG00000116031	2	71057347	71062952	31	8	323818	0.046547	0.48144	CD207
ENSG00000116035	2	71127720	71160576	115	20	316169	-0.27334	0.6077	VAX2
ENSG00000116039	2	71163012	71192536	100	23	315514	0.66832	0.25196	ATP6V1B1
ENSG00000258881	2	71166448	71222466	157	34	316820	0.034245	0.48634	AC007040.11
ENSG00000144031	2	71205510	71212626	17	4	326371	-0.7995	0.788	ANKRD53
ENSG00000144043	2	71213068	71222075	28	5	324792	0.085694	0.46585	TEX261
ENSG00000124357	2	71291474	71306935	56	8	321707	-0.024505	0.50978	NAGK
ENSG00000124370	2	71336814	71357369	33	7	327189	-0.40155	0.65599	MCEE
ENSG00000124383	2	71357444	71377231	59	5	324666	0.92726	0.1769	MPHOSPH10
ENSG00000124374	2	71409869	71454213	165	18	316975	-0.51791	0.69774	PAIP2B
ENSG00000075292	2	71503691	71662199	382	22	319736	-0.81675	0.79296	ZNF638
ENSG00000135636	2	71680852	71913898	755	84	319735	0.74213	0.22901	DYSF
ENSG00000003137	2	72356367	72375167	27	9	314815	-0.68931	0.75469	CYP26B1
ENSG00000144036	2	72403113	73053170	636	27	316367	0.76695	0.22156	EXOC6B
ENSG00000116096	2	73114489	73119287	3	2	308794	-0.55673	0.71114	SPR
ENSG00000135638	2	73143389	73162020	21	11	316513	0.085467	0.46595	EMX1
ENSG00000144040	2	73169165	73302747	183	24	319870	0.047032	0.48124	SFXN5
ENSG00000135631	2	73300510	73383849	208	25	317392	1.4777	0.069751	RAB11FIP5
ENSG00000214513	2	73429386	73439641	47	7	303358	0.94748	0.1717	NOTO
ENSG00000135632	2	73441350	73454365	25	7	322735	0.31844	0.37508	SMYD5
ENSG00000135617	2	73455134	73460366	9	3	319951	0.29924	0.38238	PRADC1
ENSG00000135624	2	73460548	73480149	40	9	317844	-0.4291	0.66607	CCT7
ENSG00000163013	2	73481810	73511559	31	13	318436	0.75338	0.22561	FBXO41
ENSG00000116127	2	73612886	73837920	270	21	314687	0.3844	0.35034	ALMS1
ENSG00000144035	2	73867959	73869520	1	1	332325	0.20179	0.42004	NAT8
ENSG00000144034	2	73956231	73964527	10	2	315228	0.58107	0.2806	TPRKB
ENSG00000144048	2	73989311	74007284	15	4	318089	0.95966	0.16861	DUSP11
ENSG00000187833	2	74011316	74044274	11	3	304313	0.44675	0.32753	C2orf78
ENSG00000124356	2	74056086	74100786	90	15	316505	2.4608	0.0069308	STAMBP
ENSG00000163017	2	74119441	74146992	109	9	319077	-0.55124	0.70926	ACTG2
ENSG00000114956	2	74153953	74186088	88	11	318009	2.217	0.01331	DGUOK
ENSG00000187605	2	74229840	74335303	171	15	316134	-0.88472	0.81185	TET3
ENSG00000217702	2	74361599	74362521	5	3	320493	-0.48633	0.68663	MGC10955
ENSG00000163170	2	74362525	74375121	34	4	316948	3.174	0.00075169	BOLA3
ENSG00000114978	2	74379655	74406025	53	6	314126	1.8808	0.029997	MOB1A
ENSG00000065911	2	74425689	74444692	27	4	312330	2.8743	0.0020249	MTHFD2
ENSG00000264324	2	74438731	74590504	162	32	315246	1.595	0.055356	RP11-287D1.3
ENSG00000188687	2	74443369	74570541	131	30	315017	1.1976	0.11554	SLC4A5
ENSG00000204843	2	74588281	74619214	21	6	321501	-0.13525	0.55379	DCTN1
ENSG00000159239	2	74641304	74648718	10	4	311650	-0.45648	0.67598	C2orf81
ENSG00000005448	2	74648805	74652882	4	2	317501	-0.24538	0.59692	WDR54
ENSG00000114993	2	74652963	74669549	12	4	310631	2.1361	0.016336	RTKN
ENSG00000115274	2	74682150	74688011	2	1	328458	1.6394	0.050562	INO80B
ENSG00000239779	2	74685456	74688018	1	1	326925	2.0186	0.021762	WBP1
ENSG00000115275	2	74688184	74692537	2	1	307366	0.31756	0.37541	MOGS
ENSG00000204822	2	74699085	74700449	2	1	321188	0.50095	0.3082	MRPL53
ENSG00000135637	2	74699113	74710535	11	6	312627	0.17611	0.43011	CCDC142
ENSG00000115282	2	74710200	74722013	5	3	295113	1.6675	0.047709	TTC31
ENSG00000179528	2	74724644	74730443	4	2	321326	1.8764	0.030301	LBX2
ENSG00000115289	2	74732170	74735707	2	1	322057	-0.79345	0.78624	PCGF1
ENSG00000144045	2	74745258	74753463	5	3	300920	0.29041	0.38575	DQX1
ENSG00000115307	2	74753772	74757066	1	1	329545	0.38241	0.35108	AUP1
ENSG00000115317	2	74756504	74760472	3	2	321999	0.64812	0.25845	HTRA2
ENSG00000115318	2	74759541	74782817	10	5	313869	1.3599	0.086933	LOXL3
ENSG00000115325	2	74776153	74784681	3	2	319138	2.405	0.0080865	DOK1
ENSG00000159374	2	74785010	74875465	40	22	315067	0.32556	0.37238	M1AP
ENSG00000135622	2	74881355	74909186	17	9	317851	1.7795	0.037581	SEMA4F
ENSG00000159399	2	75061108	75120486	169	28	321481	1.6645	0.048007	HK2
ENSG00000115350	2	75185619	75197255	32	9	317045	0.98379	0.16261	POLE4
ENSG00000115353	2	75273590	75426826	345	43	322102	-0.68653	0.75381	TACR1
ENSG00000115363	2	75696428	75796848	280	34	321183	1.0824	0.13955	EVA1A
ENSG00000115364	2	75873909	75917977	125	14	320837	0.17072	0.43222	MRPL19
ENSG00000005436	2	75879126	75938115	153	13	319150	0.21643	0.41433	GCFC2
ENSG00000176204	2	76974845	77820445	2426	120	319010	-1.6324	0.94871	LRRTM4
ENSG00000143954	2	79252812	79255631	17	5	330323	-0.38157	0.64861	REG3G
ENSG00000172023	2	79312156	79315145	11	3	330501	-0.25453	0.60046	REG1B
ENSG00000115386	2	79347488	79350545	11	5	325430	0.32201	0.37372	REG1A
ENSG00000172016	2	79384132	79386879	5	3	325072	1.611	0.053595	REG3A
ENSG00000066032	2	79412357	80875905	3916	266	320369	0.39096	0.34791	CTNNA2
ENSG00000162951	2	80515483	80531874	24	6	320093	0.91976	0.17885	LRRTM1
ENSG00000163541	2	84650647	84687169	48	9	316153	0.25921	0.39774	SUCLG1
ENSG00000115423	2	84743579	85046713	624	24	316011	0.84664	0.1986	DNAH6
ENSG00000186854	2	85048774	85134132	295	20	316619	0.21643	0.41433	TRABD2A
ENSG00000269417	2	85122209	85122345	2	1	331049	-0.23538	0.59304	AC022210.1
ENSG00000034510	2	85132749	85133795	3	1	317328	-1.6628	0.95182	TMSB10
ENSG00000176407	2	85198216	85286595	119	15	312498	-0.40888	0.65868	KCMF1
ENSG00000152284	2	85360533	85537511	610	54	320709	1.2505	0.10556	TCF7L1
ENSG00000152291	2	85545147	85555548	37	4	327441	-0.32606	0.62781	TGOLN2
ENSG00000042445	2	85569211	85581743	32	10	306763	0.62372	0.26641	RETSAT
ENSG00000115459	2	85581517	85618875	91	14	319344	1.3004	0.09674	ELMOD3
ENSG00000042493	2	85621871	85645555	95	15	325078	1.549	0.060691	CAPG
ENSG00000152292	2	85645844	85664152	58	12	316915	0.67699	0.24921	SH2D6
ENSG00000168906	2	85766288	85772403	10	5	325612	5.327	4.9933e-08	MAT2A
ENSG00000115486	2	85771846	85788670	49	10	320550	5.1867	1.0705e-07	GGCX
ENSG00000118640	2	85788685	85809154	74	9	320500	4.2445	1.0956e-05	VAMP8
ENSG00000168899	2	85811531	85820535	18	4	328616	3.7811	7.8055e-05	VAMP5
ENSG00000168894	2	85822848	85824736	3	2	308811	2.2154	0.013366	RNF181
ENSG00000168890	2	85825671	85830319	2	1	333329	3.6585	0.00012683	TMEM150A
ENSG00000168883	2	85829979	85876403	64	17	309111	2.1929	0.014157	USP39
ENSG00000168887	2	85833777	85839189	6	3	294123	1.383	0.08334	C2orf68
ENSG00000168878	2	85884437	85895864	13	8	317870	2.6408	0.0041356	SFTPB
ENSG00000115523	2	85912298	85925977	61	9	321531	0.57682	0.28203	GNLY
ENSG00000168874	2	85978467	86015189	66	12	322322	-0.66906	0.74827	ATOH8
ENSG00000115525	2	86066267	86116137	166	15	323628	1.5226	0.063933	ST3GAL5
ENSG00000068654	2	86247339	86333278	121	22	318819	1.1987	0.11532	POLR1A
ENSG00000132300	2	86333305	86369280	49	12	317667	-0.031074	0.51239	PTCD3
ENSG00000132305	2	86371055	86422893	144	8	317136	0.15968	0.43657	IMMT
ENSG00000132313	2	86426478	86440917	30	5	321048	-0.26164	0.6032	MRPL35
ENSG00000068615	2	86441116	86565206	338	16	323000	0.53773	0.29538	REEP1
ENSG00000115548	2	86667770	86719839	117	16	317758	-0.98737	0.83827	KDM3A
ENSG00000115561	2	86730554	86948245	389	35	315756	-1.2506	0.89446	CHMP3
ENSG00000249884	2	86732791	86948245	387	36	315772	-1.2685	0.8977	RNF103-CHMP3
ENSG00000239305	2	86830516	86850989	42	9	312707	-0.96246	0.83209	RNF103
ENSG00000153561	2	86947296	87005164	94	9	306808	0.62192	0.267	RMND5A
ENSG00000153563	2	87011729	87035519	74	7	322050	0.52283	0.30055	CD8A
ENSG00000172116	2	87042462	87089047	143	17	311909	0.34869	0.36366	CD8B
ENSG00000229615	2	87089023	87092827	7	2	301416	0.42519	0.33535	AC111200.1
ENSG00000187627	2	87135076	87241104	17	6	291140	0.66232	0.25388	RGPD1
ENSG00000183281	2	87229682	87248975	2	1	291139	0.18687	0.42588	PLGLB1
ENSG00000185304	2	88055474	88285309	63	21	291759	7.6974e-05	0.49997	RGPD2
ENSG00000172086	2	88326724	88355248	54	9	317254	-1.1845	0.8819	KRCC1
ENSG00000115593	2	88367299	88412906	144	20	325225	0.66111	0.25427	SMYD1
ENSG00000163586	2	88422510	88427635	7	3	323669	-0.18606	0.5738	FABP1
ENSG00000144115	2	88469835	88486146	49	13	311249	-0.036208	0.51444	THNSL2
ENSG00000172073	2	88824169	88829102	12	3	329780	0.4704	0.31903	TEX37
ENSG00000172071	2	88856259	88927094	76	14	316374	-0.040164	0.51602	EIF2AK3
ENSG00000153574	2	88991162	89050452	144	9	322608	-0.209	0.58277	RPIA
ENSG00000163060	2	95537178	95542574	15	5	319693	0.38588	0.34979	TEKT4
ENSG00000172005	2	95691422	95719737	27	9	317726	1.022	0.15339	MAL
ENSG00000144029	2	95752952	95815179	49	10	306903	1.09	0.13787	MRPS5
ENSG00000144026	2	95813075	95831158	17	7	310123	0.3241	0.37293	ZNF514
ENSG00000163067	2	95831177	95850065	20	6	314702	1.4317	0.076109	ZNF2
ENSG00000155066	2	95940201	95957056	20	7	316128	1.2374	0.10797	PROM2
ENSG00000115041	2	95963052	96051825	110	10	315853	2.031	0.021129	KCNIP3
ENSG00000115042	2	96068469	96082364	12	5	300586	0.72659	0.23374	FAHD2A
ENSG00000144015	2	96257766	96265526	5	3	306891	1.1231	0.1307	TRIM43
ENSG00000174501	2	96514587	96657541	204	21	301094	0.30859	0.37882	ANKRD36C
ENSG00000186281	2	96687694	96705199	11	4	299497	0.81604	0.20724	GPAT2
ENSG00000222040	2	96778707	96781984	6	3	310811	0.31135	0.37777	ADRA2B
ENSG00000188886	2	96789589	96804175	23	5	316653	-1.3567	0.91257	ASTL
ENSG00000158050	2	96808905	96811179	3	2	311161	-0.57189	0.7163	DUSP2
ENSG00000084090	2	96850597	96874563	46	8	298981	0.76176	0.2231	STARD7
ENSG00000135956	2	96914254	96931732	19	9	315753	-0.14108	0.55609	TMEM127
ENSG00000144021	2	96931870	96939087	4	2	317676	0.11685	0.45349	CIAO1
ENSG00000144028	2	96940074	96971297	22	10	307670	0.56659	0.28549	SNRNP200
ENSG00000198885	2	96991069	96994091	2	1	320741	0.47869	0.31608	ITPRIPL1
ENSG00000121152	2	97001525	97039583	24	12	312189	-0.85906	0.80485	NCAPH
ENSG00000196843	2	97202480	97218375	17	7	319182	-1.0693	0.85753	ARID5A
ENSG00000114982	2	97258907	97308524	20	11	315483	-0.85981	0.80505	KANSL3
ENSG00000114988	2	97371666	97405801	38	6	321363	-1.4365	0.92457	LMAN2L
ENSG00000158158	2	97426639	97477628	58	7	320751	-0.60567	0.72763	CNNM4
ENSG00000168763	2	97481982	97499648	14	4	313509	-0.12086	0.5481	CNNM3
ENSG00000163126	2	97490263	97523671	27	4	315633	-0.36538	0.64258	ANKRD23
ENSG00000213337	2	97502348	97523832	15	4	319939	-0.18532	0.57351	ANKRD39
ENSG00000168758	2	97525453	97536494	4	2	318971	0.81099	0.20869	SEMA4C
ENSG00000168754	2	97541620	97684175	127	20	309740	-0.41358	0.66041	FAM178B
ENSG00000144199	2	97749320	97760619	5	2	316957	0.063717	0.4746	FAHD2B
ENSG00000135976	2	97779233	97930258	79	22	292539	-0.21107	0.58359	ANKRD36
ENSG00000135940	2	98262503	98264846	3	2	294668	0.17395	0.43095	COX5B
ENSG00000115073	2	98272431	98280570	5	3	323208	-0.2486	0.59817	ACTR1B
ENSG00000115085	2	98330023	98356325	39	9	321165	-0.62987	0.73561	ZAP70
ENSG00000075568	2	98372799	98612388	415	19	322095	0.54952	0.29132	TMEM131
ENSG00000168658	2	98703579	98929762	614	36	322795	-0.13074	0.55201	VWA3B
ENSG00000222000	2	98947852	98972468	71	13	324989	1.4848	0.068796	AC092675.3
ENSG00000144191	2	98962618	99015064	190	18	323147	1.8406	0.032839	CNGA3
ENSG00000040933	2	99061317	99210853	236	12	324214	1.3921	0.081946	INPP4A
ENSG00000183513	2	99215773	99224978	18	2	329599	2.1115	0.017365	COA5
ENSG00000115446	2	99225042	99234978	19	4	315863	1.815	0.034762	UNC50
ENSG00000071073	2	99235569	99347589	216	25	320264	1.0408	0.14898	MGAT4A
ENSG00000196872	2	99410309	99552722	343	18	321944	-0.064013	0.52552	KIAA1211L
ENSG00000135951	2	99613724	99771427	282	18	321086	-0.34591	0.6353	TSGA10
ENSG00000273045	2	99757948	99767950	32	5	310116	-0.45952	0.67707	C2ORF15
ENSG00000241962	2	99757948	99939204	430	24	320489	-0.98507	0.8377	C2orf15
ENSG00000144182	2	99771418	99779620	24	4	329812	-0.99601	0.84038	LIPT1
ENSG00000273155	2	99771461	99811761	95	8	323943	-0.63161	0.73618	MRPL30
ENSG00000158411	2	99777890	99797521	37	4	321623	-0.98373	0.83737	MITD1
ENSG00000185414	2	99797542	99814089	40	6	323431	-0.19648	0.57788	MRPL30
ENSG00000185674	2	99858709	99871745	28	8	317393	-0.53341	0.70312	LYG2
ENSG00000144214	2	99900701	99921205	49	8	311957	-1.0205	0.84625	LYG1
ENSG00000115514	2	99935445	99957165	58	9	319753	0.32906	0.37105	TXNDC9
ENSG00000158417	2	99953816	100017789	174	18	320665	0.16394	0.43489	EIF5B
ENSG00000135945	2	100016938	100106497	236	16	320379	0.05514	0.47801	REV1
ENSG00000144218	2	100162323	100759201	1327	58	319964	-0.19865	0.57873	AFF3
ENSG00000170500	2	100889753	100939195	163	9	321249	1.2537	0.10498	LONRF2
ENSG00000269383	2	100986705	100987007	1	1	331481	2.156	0.015543	AC012493.2
ENSG00000115526	2	101008327	101034118	36	8	321302	-0.02662	0.51062	CHST10
ENSG00000204640	2	101086944	101099742	49	4	328996	-0.028151	0.51123	NMS
ENSG00000115539	2	101179152	101193197	25	11	315821	1.3489	0.088677	PDCL3
ENSG00000170485	2	101436614	101613291	431	57	322498	1.4733	0.070341	NPAS2
ENSG00000071082	2	101618177	101640494	64	9	317641	1.8219	0.034236	RPL31
ENSG00000204634	2	101624079	101869328	663	38	321473	0.95896	0.16879	TBC1D8
ENSG00000158435	2	101869264	101886778	34	10	318135	-1.1544	0.87583	CNOT11
ENSG00000163162	2	101887681	101925163	71	13	318468	-0.92197	0.82173	RNF149
ENSG00000175874	2	101962013	102004057	103	15	320735	0.31631	0.37588	CREG2
ENSG00000196460	2	102013823	102091165	263	20	320770	-0.15063	0.55987	RFX8
ENSG00000071054	2	102313312	102511149	315	22	319677	0.47153	0.31863	MAP4K4
ENSG00000233404	2	102508955	102511150	3	2	326395	0.99646	0.15951	FLJ20373
ENSG00000115590	2	102608306	102645006	128	10	319460	-0.24641	0.59732	IL1R2
ENSG00000115594	2	102681004	102796334	292	28	323540	-0.93037	0.82391	IL1R1
ENSG00000115598	2	102803433	102856462	235	14	324725	-1.3923	0.91809	IL1RL2
ENSG00000115602	2	102927962	102968497	171	13	323879	0.61632	0.26884	IL1RL1
ENSG00000115604	2	102927989	103015218	323	18	324421	1.241	0.10731	IL18R1
ENSG00000115607	2	103035149	103069025	141	14	324153	1.1025	0.13511	IL18RAP
ENSG00000180251	2	103089762	103150431	260	12	325689	0.027083	0.4892	SLC9A4
ENSG00000115616	2	103236166	103327777	196	31	318946	-1.7311	0.95829	SLC9A2
ENSG00000135953	2	103332299	103353347	44	8	320842	-1.9757	0.97591	MFSD9
ENSG00000170417	2	103353367	103460352	238	18	322142	-0.4475	0.67274	TMEM182
ENSG00000198914	2	105471969	105476929	10	4	302670	1.728	0.041998	POU3F3
ENSG00000135972	2	105654441	105716418	249	8	323427	-1.0349	0.84965	MRPS9
ENSG00000135973	2	105858200	105859924	1	1	333186	0.92748	0.17684	GPR45
ENSG00000268556	2	105867759	105869601	11	4	303594	1.5024	0.066498	AC012360.1
ENSG00000135966	2	105880871	105946491	189	24	322341	-0.56745	0.7148	TGFBRAP1
ENSG00000135974	2	105953816	105965668	31	7	321072	-0.1634	0.5649	C2orf49
ENSG00000115641	2	105974169	106054970	292	41	322325	-0.90141	0.81632	FHL2
ENSG00000071051	2	106361354	106510730	539	27	321975	0.15035	0.44025	NCK2
ENSG00000119147	2	106679702	106694615	56	16	321176	0.1635	0.43506	C2orf40
ENSG00000115652	2	106709759	106810795	229	34	321862	0.83175	0.20277	UXS1
ENSG00000153165	2	107021446	107084832	96	20	282357	-0.85002	0.80234	RGPD3
ENSG00000269000	2	107099728	107103848	17	4	300327	0.59841	0.27478	AC108868.1
ENSG00000144057	2	107418056	107503564	196	22	324767	1.6057	0.054175	ST6GAL2
ENSG00000196862	2	108443388	108507297	100	10	276046	0.12877	0.44877	RGPD4
ENSG00000115665	2	108602979	108630450	78	23	321883	0.67673	0.24929	SLC5A7
ENSG00000196228	2	108863651	108881807	46	10	324152	-0.35036	0.63697	SULT1C3
ENSG00000198203	2	108905095	108926371	61	12	317034	0.023142	0.49077	SULT1C2
ENSG00000198075	2	108994367	109004513	7	3	310060	-0.14751	0.55863	SULT1C4
ENSG00000135968	2	109065017	109125871	237	19	315443	0.39244	0.34737	GCC2
ENSG00000169756	2	109150857	109303702	396	22	316167	0.45164	0.32576	LIMS1
ENSG00000153201	2	109335937	109402267	99	9	311828	-0.087508	0.53487	RANBP2
ENSG00000163006	2	109403213	109501933	161	19	316828	0.84967	0.19775	CCDC138
ENSG00000135960	2	109510927	109605828	211	23	314244	2.2341	0.012739	EDAR
ENSG00000172985	2	109745804	110262207	941	66	322088	0.65248	0.25705	SH3RF3
ENSG00000186522	2	110300559	110371783	172	18	318369	1.4853	0.068729	SEPT10
ENSG00000198142	2	110371911	110376563	11	3	323320	1.6689	0.047564	SOWAHC
ENSG00000144063	2	110841447	110874143	23	11	314909	-0.83502	0.79815	MALL
ENSG00000144061	2	110879888	110962643	119	8	317718	0.24841	0.40191	NPHP1
ENSG00000257207	2	111160511	111230652	6	3	283580	-1.2218	0.8891	LIMS3
ENSG00000169679	2	111395275	111435691	24	14	313627	-1.5875	0.9438	BUB1
ENSG00000153093	2	111490150	111875799	1084	54	322455	-1.6434	0.94985	ACOXL
ENSG00000153094	2	111876955	111926024	105	15	322990	-0.42008	0.66279	BCL2L11
ENSG00000153107	2	112523848	112642267	352	20	301364	0.16025	0.43634	ANAPC1
ENSG00000153208	2	112656056	112787138	502	19	321967	2.0839	0.018585	MERTK
ENSG00000153214	2	112812800	112876895	162	26	321148	1.7052	0.044083	TMEM87B
ENSG00000144152	2	112895962	112945791	157	23	314329	1.9379	0.02632	FBLN7
ENSG00000144161	2	112969102	113012713	60	8	318336	0.47872	0.31607	ZC3H8
ENSG00000188177	2	113033171	113097640	85	16	308102	0.54509	0.29285	ZC3H6
ENSG00000169629	2	113127669	113192065	34	8	286853	-0.84868	0.80197	RGPD8
ENSG00000114999	2	113239731	113299316	148	14	313206	1.8502	0.032141	TTL
ENSG00000125630	2	113299492	113334635	102	12	324666	0.94737	0.17173	POLR1B
ENSG00000125611	2	113341817	113346852	10	4	328681	1.2246	0.11036	CHCHD5
ENSG00000144136	2	113403434	113421404	37	5	311820	0.37559	0.35361	SLC20A1
ENSG00000144130	2	113479063	113500456	35	6	319649	0.74653	0.22767	NT5DC4
ENSG00000169607	2	113493930	113522254	45	8	317513	0.76724	0.22147	CKAP2L
ENSG00000115008	2	113531492	113542167	35	4	316187	-0.26815	0.60571	IL1A
ENSG00000125538	2	113587328	113594480	12	3	329677	-0.75029	0.77346	IL1B
ENSG00000125571	2	113670548	113676459	38	2	325627	-1.6593	0.95147	IL37
ENSG00000136688	2	113730780	113743242	18	5	328335	-0.56377	0.71355	IL36G
ENSG00000136694	2	113763038	113765621	6	2	329909	-0.59658	0.72461	IL36A
ENSG00000136696	2	113779668	113810444	97	13	321377	-0.039132	0.51561	IL36B
ENSG00000136695	2	113816215	113822959	26	4	330775	0.86297	0.19408	IL36RN
ENSG00000136697	2	113825547	113833427	32	6	321414	0.15698	0.43763	IL1F10
ENSG00000136689	2	113864791	113891593	109	8	324335	-1.295	0.90233	IL1RN
ENSG00000125637	2	113914902	113966973	137	26	317864	1.42	0.077811	PSD4
ENSG00000125618	2	113973574	114036527	217	22	323018	1.3732	0.08485	PAX8
ENSG00000136682	2	114195268	114253766	114	7	279826	-0.8171	0.79306	CBWD2
ENSG00000184492	2	114256661	114258728	9	4	282015	-1.0644	0.85642	FOXD4L1
ENSG00000144134	2	114384806	114400973	31	8	293426	-0.27202	0.6072	RABL2A
ENSG00000115084	2	114462588	114514400	179	17	322315	0.0096977	0.49613	SLC35F5
ENSG00000115091	2	114647537	114720173	126	12	322162	-0.82413	0.79507	ACTR3
ENSG00000175497	2	115199876	116603328	3236	140	320235	1.324	0.092745	DPP10
ENSG00000088205	2	118572226	118589955	56	12	319889	-0.14119	0.55614	DDX18
ENSG00000125633	2	118673054	118771709	341	21	322611	-0.31756	0.62459	CCDC93
ENSG00000125629	2	118846028	118868573	55	17	314709	-0.47597	0.68295	INSIG2
ENSG00000163064	2	119599747	119605254	7	3	328194	0.55125	0.29073	EN1
ENSG00000019169	2	119699742	119752236	114	20	322283	-0.35126	0.6373	MARCO
ENSG00000144119	2	119913819	119916465	5	2	325328	-0.93483	0.82506	C1QL2
ENSG00000115107	2	119981384	120023228	159	21	320308	-0.40541	0.65741	STEAP3
ENSG00000186132	2	120059801	120124404	236	29	322685	-0.094717	0.53773	C2orf76
ENSG00000155368	2	120124497	120130126	24	5	329405	-0.76068	0.77658	DBI
